"","GPA_year1","GPA_year2","age","uni_first_choice","control","dad_HS_grad","dad_college_grad","english","female","finish_in_4_yrs","HS_GPA","grad_degree","first_sem_grade","live_home","last_min","mom_HS_grad","mom_college_grad","sfp_offer","sfp_signup","signup","ssp_offer","ssp_signup","work_plans"
"142",3.45000004768372,3.05999994277954,18,0,1,1,1,1,1,1,80,1,84.5,1,3,1,1,0,0,0,0,0,0
"143",0.850000023841858,1.52999997138977,18,1,1,1,0,1,0,1,72.1999969482422,1,73,1,2,1,0,0,0,0,0,0,0
"144",3.48000001907349,3.0699999332428,18,0,1,1,0,1,0,1,85.6999969482422,1,75,1,3,1,0,0,0,0,0,0,0
"145",3.21000003814697,2.66000008583069,18,0,0,1,1,1,0,1,82.5,0,82.5,0,2,1,0,1,1,1,0,0,0
"146",3.17000007629395,3.6800000667572,18,1,1,1,0,1,1,1,84.1999969482422,1,64,1,5,1,0,0,0,0,0,0,0
"147",2.33999991416931,2.79999995231628,18,1,1,0,0,1,0,1,83.1999969482422,1,70,1,4,1,0,0,0,0,0,0,0
"148",2.84999990463257,2.00999999046326,19,0,1,1,1,1,1,1,79,1,80,1,1,1,1,0,0,0,0,0,0
"149",1.80999994277954,3.20000004768372,18,1,0,1,1,1,0,1,83.3000030517578,0,59,1,3,1,1,0,0,0,1,0,0
"150",1.53999996185303,2.11999988555908,18,0,1,1,1,1,1,1,76.3000030517578,1,69,1,2,1,1,0,0,0,0,0,0
"151",1.11000001430511,1.79999995231628,18,0,1,1,0,1,1,1,81.3000030517578,1,56.5,1,1,1,1,0,0,0,0,0,0
"152",2.84999990463257,3.30999994277954,18,0,0,1,0,0,0,0,77.5,1,73,1,5,1,0,0,0,0,1,0,0
"153",1.91999995708466,2.34999990463257,20,0,0,1,0,1,1,1,82.1999969482422,1,64.5,0,4,1,0,1,0,0,0,0,0
"154",1.87999999523163,2.27999997138977,18,0,0,1,1,1,1,1,81.3000030517578,1,71.6666641235352,0,2,1,0,1,1,1,0,0,0
"155",2.05999994277954,1.96000003814697,18,0,1,1,1,1,0,0,75.8000030517578,0,61,1,3,1,1,0,0,0,0,0,0
"156",1.25,1,18,1,1,1,0,1,0,0,77,1,60.6666679382324,1,3,1,1,0,0,0,0,0,0
"157",2.58999991416931,2.35999989509583,19,1,0,1,0,1,1,1,81.3000030517578,0,83,0,3,1,1,1,1,1,0,0,0
"158",2.14000010490417,2.09999990463257,19,1,0,1,1,0,0,1,75.5,0,80,0,4,0,0,1,0,0,0,0,0
"159",0.670000016689301,0.400000005960464,18,0,1,1,1,0,0,1,77.8000030517578,1,67,1,2,1,1,0,0,0,0,0,0
"160",2.04999995231628,2.9300000667572,18,0,1,1,1,1,0,1,86.1999969482422,1,74,1,2,1,1,0,0,0,0,0,0
"161",1.86000001430511,2,19,0,1,1,0,0,0,1,74.1999969482422,0,59.5,0,4,1,1,0,0,0,0,0,0
"162",3.27999997138977,3.49000000953674,18,1,0,1,0,1,0,1,81.8000030517578,0,77.5,1,4,1,1,0,0,1,1,1,0
"163",2.01999998092651,2.20000004768372,18,0,1,1,1,1,1,1,77.6999969482422,1,74,1,3,1,0,0,0,0,0,0,0
"164",3.85999989509583,4,18,0,0,0,0,1,0,1,86.3000030517578,1,77.5,1,5,0,0,0,0,0,1,0,0
"165",2.27999997138977,1.38999998569489,18,0,1,1,0,1,1,0,81,0,58.3333320617676,1,3,1,0,0,0,0,0,0,0
"166",1.73000001907349,2.60999989509583,18,0,1,1,1,1,0,1,76,1,68,1,4,1,0,0,0,0,0,0,0
"167",2.08999991416931,2.38000011444092,18,0,0,1,1,1,0,1,73.6999969482422,0,66,0,5,1,0,1,1,1,0,0,0
"168",2.40000009536743,2.94000005722046,18,0,0,1,0,1,1,1,83.8000030517578,1,78.6666641235352,1,3,1,0,0,0,1,1,1,0
"169",0.779999971389771,1.42999994754791,18,0,1,0,0,1,0,1,77.3000030517578,0,59.5,1,4,1,0,0,0,0,0,0,0
"170",2.25,2.6800000667572,18,0,0,1,0,1,1,1,75.6999969482422,1,68,0,4,1,0,1,1,1,0,0,0
"171",1.48000001907349,2.55999994277954,18,0,1,1,1,1,0,1,77.8000030517578,1,78,1,3,1,0,0,0,0,0,0,0
"172",1.51999998092651,2.05999994277954,18,0,0,1,1,0,1,1,85,1,60,1,5,1,0,1,1,1,0,0,0
"173",2.41000008583069,1.1599999666214,18,1,0,1,1,1,1,1,83.5,1,73,1,2,1,1,0,0,0,1,0,0
"174",2.70000004768372,2.69000005722046,18,0,1,0,0,1,1,1,84.3000030517578,1,68.3333358764648,1,3,0,0,0,0,0,0,0,0
"175",0.930000007152557,0.140000000596046,18,0,0,1,1,0,1,1,71.8000030517578,1,67,1,4,1,1,0,0,1,1,1,0
"176",1.3400000333786,0.600000023841858,18,0,1,1,0,1,0,1,76.8000030517578,0,61.5,1,3,1,0,0,0,0,0,0,0
"177",2.76999998092651,3.04999995231628,18,0,0,1,0,1,0,1,82.4000015258789,0,80.5,1,1,1,0,0,0,1,1,1,0
"178",3.05999994277954,2.95000004768372,19,0,1,1,0,1,0,1,78.3000030517578,0,75,1,1,1,0,0,0,0,0,0,0
"179",1.96000003814697,2.74000000953674,18,0,1,1,1,0,1,1,80.5,0,70,1,5,1,1,0,0,0,0,0,0
"180",2.09999990463257,1.76999998092651,18,0,1,1,0,1,1,1,75,1,66,1,3,1,0,0,0,0,0,0,0
"181",1.04999995231628,1.70000004768372,19,1,1,1,0,1,0,1,80,0,61.6666679382324,0,3,1,0,0,0,0,0,0,0
"182",1.42999994754791,1.75999999046326,18,0,1,1,0,1,1,1,72.3000030517578,0,70,1,3,1,0,0,0,0,0,0,0
"183",1.3400000333786,2.0699999332428,18,1,0,1,1,0,1,1,80.1999969482422,0,60,1,3,1,0,1,1,1,0,0,0
"184",1.85000002384186,0.519999980926514,18,0,1,1,0,1,1,1,81.1999969482422,1,67,0,4,1,0,0,0,0,0,0,0
"185",2.4300000667572,2.59999990463257,18,0,1,1,0,1,1,0,77.8000030517578,1,58.5,1,2,1,0,0,0,0,0,0,0
"186",2.5699999332428,3.41000008583069,18,0,1,0,0,1,0,0,82.6999969482422,0,61,1,1,1,0,0,0,0,0,0,0
"187",0.720000028610229,0.529999971389771,18,0,1,1,1,0,1,1,74,0,47,1,3,1,1,0,0,0,0,0,0
"188",0.959999978542328,0.759999990463257,18,0,1,1,1,1,0,1,76,1,61,1,4,1,0,0,0,0,0,0,0
"189",1.25999999046326,2.59999990463257,19,0,1,1,1,1,0,0,72.3000030517578,0,59.5,0,1,1,0,0,0,0,0,0,0
"190",0.899999976158142,1.67999994754791,18,0,1,1,1,0,1,1,68.6999969482422,0,50,1,5,0,0,0,0,0,0,0,0
"191",0.670000016689301,1.03999996185303,18,0,0,1,1,0,0,1,84.1999969482422,1,58,1,4,1,1,0,0,1,1,1,0
"192",1.97000002861023,1.91999995708466,18,1,1,1,1,1,0,0,77.1999969482422,1,52.5,1,4,1,0,0,0,0,0,0,0
"193",2.77999997138977,2.61999988555908,18,0,1,1,1,1,0,1,86.8000030517578,1,70,0,1,1,0,0,0,0,0,0,0
"194",2.88000011444092,2.5,18,0,0,1,1,0,1,1,87,1,78,1,3,1,1,1,1,1,0,0,0
"195",3.08999991416931,2.71000003814697,18,0,0,1,1,1,0,1,87.1999969482422,1,67,1,1,1,1,0,0,1,1,1,0
"196",3.0699999332428,3.49000000953674,18,0,0,0,0,1,0,1,79.8000030517578,1,79,1,4,0,0,0,0,1,1,1,0
"197",0,0,19,0,1,1,1,1,1,1,73.6999969482422,1,2,1,4,1,1,0,0,0,0,0,0
"198",2.36999988555908,2.19000005722046,18,0,0,1,0,1,1,1,80.8000030517578,1,68,1,4,1,0,0,0,1,1,1,0
"199",2.1800000667572,2,18,1,1,1,1,1,1,1,81,1,64,1,5,1,1,0,0,0,0,0,0
"200",2.80999994277954,3.75,18,0,0,0,0,1,1,1,85.8000030517578,0,85,1,1,0,0,1,1,1,0,0,0
